Sample	Strand Bias
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.285714285714
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	3.66666666667
8.SRR3722208.fasta	3.25
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	4.5
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	2.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	2.66666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	2.25
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	3.42857142857
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	2.66666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	2.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	3.33333333333
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	3.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	1.24444444444
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	3.5
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.8
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	2.5
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	1.60714285714
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	2.4
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.60714285714
8.SRR3722208.fasta	1.33333333333
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.225
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.952380952381
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.75
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.291666666667
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	1.875
8.SRR3722208.fasta	0.533333333333
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.416666666667
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	0.0
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	1.05
8.SRR3722208.fasta	0.75
